OTUs,sampleID,readCount
uniq1440,sample9,4
uniq35913,sample11,4
uniq24142,sample3,4
uniq4599,sample14,4
uniq398,sample4,4
uniq440,sample2,4
uniq440,sample5,4
uniq506,sample14,4
uniq925,sample7,4
uniq925,sample13,4
uniq1093,sample3,4
uniq1120,sample13,4
uniq1184,sample8,4
uniq2604,sample10,4
uniq4432,sample2,4
uniq4432,sample10,4
uniq3744,sample5,4
uniq4983,sample5,4
uniq5670,sample7,4
uniq9536,sample2,4
uniq9536,sample12,4
uniq6393,sample11,4
uniq7646,sample3,4
uniq9514,sample8,4
uniq9916,sample2,4
uniq10841,sample8,4
uniq12882,sample2,4
uniq12882,sample6,4
uniq26632,sample4,4
uniq27619,sample13,4
uniq40550,sample5,4
uniq32386,sample9,4
uniq32987,sample5,4
uniq33163,sample9,4
uniq37529,sample8,4
uniq38134,sample2,4
uniq39400,sample9,4
uniq43016,sample13,4
uniq48216,sample8,4
uniq52038,sample11,4
uniq16681,sample9,4
uniq16120,sample9,4
uniq49208,sample8,4
uniq212,sample13,4
uniq15735,sample13,4
uniq4765,sample4,4
uniq7671,sample8,4
uniq40591,sample5,4
uniq51425,sample8,4
uniq435,sample9,4
uniq1016,sample12,4
uniq45240,sample14,4
uniq1287,sample9,4
uniq493,sample7,4
uniq493,sample8,4
uniq786,sample5,4
uniq993,sample5,4
uniq7891,sample14,4
uniq8598,sample14,4
uniq14630,sample14,4
uniq47188,sample3,4
uniq136,sample13,4
uniq811,sample5,4
uniq1613,sample6,4
uniq10353,sample8,4
uniq13716,sample8,4
uniq30656,sample8,4
uniq42746,sample3,4
uniq48523,sample8,4
uniq40929,sample8,4
uniq42257,sample3,4
uniq357,sample11,4
uniq44978,sample3,4
uniq35854,sample6,4
uniq36194,sample10,4
uniq42574,sample7,4
uniq49123,sample5,4
uniq1030,sample3,4
uniq25543,sample1,4
uniq542,sample8,4
uniq256,sample4,4
uniq581,sample15,4
uniq1125,sample1,4
uniq10333,sample7,4
uniq17164,sample10,4
uniq14389,sample10,4
uniq36429,sample3,4
uniq49194,sample7,4
uniq52060,sample7,4
uniq488,sample2,4
uniq1300,sample12,4
uniq1377,sample12,4
uniq1746,sample12,4
uniq2352,sample12,4
uniq34445,sample5,4
uniq39999,sample10,4
uniq40875,sample2,4
uniq43529,sample11,4
uniq170,sample9,4
uniq636,sample12,4
uniq388,sample10,4
uniq414,sample9,4
uniq1330,sample5,4
uniq2102,sample12,4
uniq6386,sample7,4
uniq7434,sample6,4
uniq33453,sample11,4
uniq36987,sample2,4
uniq49282,sample11,4
uniq297,sample15,4
uniq624,sample12,4
uniq889,sample8,4
uniq1812,sample14,4
uniq149,sample1,4
uniq17997,sample8,4
uniq2209,sample2,4
uniq870,sample15,4
uniq380,sample2,4
uniq32420,sample9,4
uniq813,sample11,4
uniq813,sample12,4
uniq1552,sample7,4
uniq27854,sample8,4
uniq20024,sample2,4
uniq32794,sample11,4
uniq167,sample9,4
uniq14481,sample9,4
uniq41891,sample9,4
uniq42662,sample2,4
uniq11211,sample14,4
uniq43708,sample2,4
uniq454,sample12,4
uniq34340,sample2,4
uniq821,sample12,4
uniq39002,sample7,4
uniq46821,sample3,4
uniq2034,sample9,4
uniq1847,sample6,4
uniq40126,sample7,4
uniq443,sample12,4
uniq40190,sample13,4
uniq2281,sample5,4
uniq9926,sample8,4
uniq20650,sample4,4
uniq42047,sample8,4
uniq42871,sample13,4
uniq47432,sample8,4
uniq48333,sample4,4
uniq51794,sample7,4
uniq6862,sample4,4
uniq22761,sample2,4
uniq45098,sample14,4
uniq356,sample7,4
uniq356,sample8,4
uniq11195,sample3,4
uniq41518,sample3,4
uniq51470,sample13,4
uniq44126,sample4,4
uniq37370,sample4,4
uniq39425,sample4,4
uniq41825,sample1,4
uniq20603,sample2,4
uniq20603,sample3,4
uniq20603,sample4,4
uniq8470,sample4,4
uniq16445,sample3,4
uniq14744,sample4,4
uniq9111,sample14,4
uniq42517,sample4,4
uniq3232,sample6,4
uniq4870,sample3,4
uniq49531,sample4,4
uniq35099,sample4,4
uniq14675,sample3,4
uniq38965,sample3,4
uniq15097,sample3,4
uniq491,sample11,4
uniq28211,sample13,4
uniq16575,sample3,4
uniq37503,sample3,4
uniq40986,sample3,4
uniq45179,sample3,4
uniq21612,sample14,4
uniq42183,sample14,4
uniq50281,sample3,4
uniq42651,sample5,4
uniq42593,sample6,4
uniq35853,sample4,4
uniq36938,sample11,4
uniq37404,sample1,4
uniq5379,sample5,4
uniq26741,sample10,4
uniq38556,sample13,4
uniq29918,sample10,4
uniq13303,sample2,4
uniq47662,sample8,4
uniq1440,sample1,5
uniq2046,sample4,5
uniq3493,sample9,5
uniq1688,sample3,5
uniq195,sample1,5
uniq398,sample8,5
uniq363,sample9,5
uniq751,sample15,5
uniq506,sample8,5
uniq1274,sample14,5
uniq1093,sample4,5
uniq1184,sample2,5
uniq1184,sample14,5
uniq3721,sample2,5
uniq3736,sample6,5
uniq5856,sample8,5
uniq5558,sample4,5
uniq25122,sample14,5
uniq26485,sample1,5
uniq20695,sample1,5
uniq21989,sample10,5
uniq22149,sample6,5
uniq31416,sample2,5
uniq34122,sample8,5
uniq34148,sample4,5
uniq34837,sample14,5
uniq35058,sample3,5
uniq39334,sample3,5
uniq39540,sample8,5
uniq40733,sample13,5
uniq41610,sample11,5
uniq4568,sample13,5
uniq15735,sample14,5
uniq18585,sample14,5
uniq32713,sample5,5
uniq34081,sample5,5
uniq40616,sample11,5
uniq970,sample9,5
uniq95,sample6,5
uniq95,sample10,5
uniq3974,sample8,5
uniq15526,sample5,5
uniq34783,sample13,5
uniq10689,sample5,5
uniq625,sample1,5
uniq622,sample9,5
uniq622,sample11,5
uniq622,sample15,5
uniq2280,sample8,5
uniq1721,sample1,5
uniq2175,sample4,5
uniq3409,sample10,5
uniq3473,sample1,5
uniq4070,sample6,5
uniq8598,sample2,5
uniq15476,sample6,5
uniq9581,sample8,5
uniq263,sample15,5
uniq136,sample3,5
uniq1613,sample4,5
uniq24789,sample2,5
uniq5028,sample1,5
uniq27608,sample8,5
uniq32222,sample3,5
uniq5220,sample8,5
uniq253,sample4,5
uniq253,sample12,5
uniq16131,sample11,5
uniq198,sample2,5
uniq37339,sample7,5
uniq239,sample1,5
uniq37198,sample3,5
uniq543,sample2,5
uniq32669,sample2,5
uniq39784,sample11,5
uniq426,sample9,5
uniq34091,sample5,5
uniq107,sample12,5
uniq192,sample6,5
uniq288,sample15,5
uniq636,sample15,5
uniq414,sample10,5
uniq641,sample8,5
uniq17124,sample13,5
uniq35446,sample11,5
uniq38309,sample11,5
uniq39859,sample11,5
uniq284,sample13,5
uniq8119,sample2,5
uniq177,sample15,5
uniq470,sample9,5
uniq470,sample15,5
uniq377,sample8,5
uniq40331,sample3,5
uniq248,sample13,5
uniq149,sample4,5
uniq33357,sample1,5
uniq380,sample14,5
uniq181,sample9,5
uniq12302,sample14,5
uniq7755,sample4,5
uniq35248,sample4,5
uniq31643,sample8,5
uniq167,sample12,5
uniq5479,sample11,5
uniq14481,sample10,5
uniq2724,sample9,5
uniq1106,sample9,5
uniq6400,sample1,5
uniq6400,sample2,5
uniq15131,sample14,5
uniq33514,sample3,5
uniq10708,sample15,5
uniq31017,sample11,5
uniq40463,sample11,5
uniq454,sample4,5
uniq4468,sample8,5
uniq9637,sample7,5
uniq28270,sample2,5
uniq32753,sample2,5
uniq39950,sample11,5
uniq197,sample2,5
uniq32409,sample14,5
uniq36867,sample10,5
uniq7288,sample15,5
uniq443,sample3,5
uniq660,sample11,5
uniq2281,sample3,5
uniq1737,sample9,5
uniq3836,sample4,5
uniq3836,sample10,5
uniq2823,sample4,5
uniq2823,sample9,5
uniq39786,sample4,5
uniq365,sample2,5
uniq24549,sample5,5
uniq30128,sample5,5
uniq41220,sample3,5
uniq41393,sample4,5
uniq12717,sample5,5
uniq1941,sample4,5
uniq6958,sample4,5
uniq12015,sample9,5
uniq28215,sample3,5
uniq35117,sample2,5
uniq34817,sample13,5
uniq3849,sample5,5
uniq34695,sample8,5
uniq24094,sample4,5
uniq40395,sample4,5
uniq1602,sample1,5
uniq16680,sample13,5
uniq32565,sample14,5
uniq34358,sample10,5
uniq24600,sample2,5
uniq610,sample9,5
uniq537,sample1,5
uniq26644,sample1,5
uniq34168,sample2,5
uniq4265,sample5,5
uniq26884,sample14,5
uniq6770,sample1,5
uniq23302,sample3,5
uniq40964,sample3,5
uniq22879,sample3,5
uniq486,sample3,5
uniq34737,sample3,5
uniq28858,sample13,5
uniq15484,sample2,5
uniq32240,sample2,5
uniq31800,sample2,5
uniq32884,sample4,5
uniq15454,sample6,5
uniq1128,sample2,5
uniq15208,sample6,5
uniq33129,sample14,5
uniq26681,sample1,5
uniq28570,sample6,5
uniq9475,sample8,5
uniq34792,sample5,5
uniq34185,sample4,5
uniq33388,sample6,5
uniq30776,sample10,5
uniq33801,sample8,6
uniq131,sample5,6
uniq33344,sample10,6
uniq21057,sample10,6
uniq498,sample12,6
uniq750,sample4,6
uniq3029,sample11,6
uniq6485,sample5,6
uniq3498,sample8,6
uniq3744,sample10,6
uniq9536,sample10,6
uniq7026,sample2,6
uniq7573,sample5,6
uniq9329,sample1,6
uniq12882,sample8,6
uniq11161,sample14,6
uniq16528,sample15,6
uniq34709,sample5,6
uniq24595,sample2,6
uniq25491,sample2,6
uniq27304,sample10,6
uniq29111,sample11,6
uniq30282,sample7,6
uniq32744,sample13,6
uniq32807,sample13,6
uniq212,sample15,6
uniq397,sample6,6
uniq15526,sample1,6
uniq15526,sample13,6
uniq1287,sample1,6
uniq261,sample7,6
uniq290,sample3,6
uniq290,sample11,6
uniq290,sample15,6
uniq493,sample3,6
uniq493,sample13,6
uniq881,sample3,6
uniq756,sample7,6
uniq993,sample8,6
uniq2741,sample10,6
uniq855,sample4,6
uniq855,sample13,6
uniq3177,sample8,6
uniq29086,sample5,6
uniq15419,sample14,6
uniq8817,sample4,6
uniq1203,sample15,6
uniq811,sample2,6
uniq25195,sample8,6
uniq26105,sample3,6
uniq2508,sample4,6
uniq25514,sample9,6
uniq29569,sample10,6
uniq20222,sample14,6
uniq386,sample3,6
uniq310,sample4,6
uniq310,sample5,6
uniq239,sample9,6
uniq338,sample11,6
uniq890,sample11,6
uniq12188,sample11,6
uniq2730,sample10,6
uniq536,sample5,6
uniq31285,sample11,6
uniq34038,sample8,6
uniq18,sample1,6
uniq107,sample3,6
uniq160,sample4,6
uniq288,sample7,6
uniq461,sample9,6
uniq641,sample12,6
uniq6386,sample14,6
uniq25226,sample8,6
uniq25779,sample11,6
uniq27871,sample11,6
uniq177,sample4,6
uniq177,sample5,6
uniq377,sample10,6
uniq149,sample12,6
uniq149,sample13,6
uniq517,sample12,6
uniq29643,sample3,6
uniq15803,sample6,6
uniq16181,sample8,6
uniq24710,sample9,6
uniq33786,sample3,6
uniq23860,sample9,6
uniq737,sample3,6
uniq22947,sample10,6
uniq31684,sample11,6
uniq33164,sample15,6
uniq512,sample13,6
uniq28532,sample8,6
uniq454,sample6,6
uniq5798,sample10,6
uniq8272,sample8,6
uniq209,sample3,6
uniq10510,sample14,6
uniq5276,sample14,6
uniq285,sample3,6
uniq1847,sample10,6
uniq14337,sample11,6
uniq26607,sample2,6
uniq20877,sample15,6
uniq33475,sample2,6
uniq28531,sample3,6
uniq27628,sample2,6
uniq28482,sample14,6
uniq29515,sample8,6
uniq3021,sample8,6
uniq24113,sample8,6
uniq27472,sample4,6
uniq33640,sample3,6
uniq4529,sample2,6
uniq32243,sample4,6
uniq124,sample10,6
uniq1142,sample2,6
uniq1142,sample3,6
uniq13783,sample1,6
uniq29309,sample3,6
uniq7714,sample3,6
uniq6392,sample11,6
uniq25876,sample8,6
uniq9103,sample4,6
uniq22976,sample5,6
uniq33476,sample8,6
uniq29977,sample5,6
uniq8170,sample5,6
uniq2132,sample14,6
uniq18520,sample1,6
uniq27455,sample1,6
uniq537,sample14,6
uniq11652,sample4,6
uniq26884,sample4,6
uniq10917,sample8,6
uniq18662,sample1,6
uniq33816,sample3,6
uniq32568,sample14,6
uniq34589,sample3,6
uniq13693,sample1,6
uniq30256,sample2,6
uniq12719,sample6,6
uniq28148,sample10,6
uniq20541,sample13,6
uniq22550,sample4,6
uniq486,sample1,6
uniq15134,sample3,6
uniq28339,sample10,6
uniq16289,sample13,6
uniq22926,sample12,6
uniq34113,sample11,6
uniq8721,sample4,6
uniq5421,sample8,6
uniq6844,sample8,6
uniq32226,sample9,6
uniq29350,sample11,7
uniq119,sample5,7
uniq195,sample10,7
uniq750,sample1,7
uniq750,sample2,7
uniq1120,sample6,7
uniq2604,sample2,7
uniq3498,sample11,7
uniq6393,sample13,7
uniq6698,sample11,7
uniq7238,sample5,7
uniq14899,sample14,7
uniq8619,sample4,7
uniq9514,sample1,7
uniq15411,sample5,7
uniq15423,sample9,7
uniq18435,sample14,7
uniq20449,sample2,7
uniq22511,sample3,7
uniq23322,sample11,7
uniq25295,sample5,7
uniq25849,sample7,7
uniq26058,sample10,7
uniq26131,sample9,7
uniq1903,sample1,7
uniq22791,sample2,7
uniq22852,sample14,7
uniq172,sample10,7
uniq2315,sample5,7
uniq4765,sample11,7
uniq407,sample3,7
uniq435,sample2,7
uniq3923,sample4,7
uniq174,sample12,7
uniq732,sample7,7
uniq993,sample10,7
uniq3473,sample4,7
uniq3473,sample14,7
uniq5131,sample5,7
uniq5131,sample13,7
uniq25511,sample1,7
uniq136,sample15,7
uniq318,sample10,7
uniq5028,sample14,7
uniq19164,sample8,7
uniq20044,sample7,7
uniq20643,sample14,7
uniq29514,sample14,7
uniq22840,sample3,7
uniq23437,sample7,7
uniq29068,sample10,7
uniq543,sample13,7
uniq10032,sample7,7
uniq171,sample5,7
uniq895,sample11,7
uniq15510,sample11,7
uniq20224,sample2,7
uniq26355,sample7,7
uniq426,sample5,7
uniq160,sample2,7
uniq160,sample5,7
uniq164,sample15,7
uniq170,sample2,7
uniq910,sample12,7
uniq6386,sample2,7
uniq13416,sample6,7
uniq21563,sample8,7
uniq21951,sample11,7
uniq24140,sample11,7
uniq24567,sample11,7
uniq25252,sample11,7
uniq29610,sample8,7
uniq1521,sample15,7
uniq125,sample5,7
uniq125,sample11,7
uniq163,sample4,7
uniq106,sample7,7
uniq322,sample14,7
uniq230,sample8,7
uniq572,sample3,7
uniq265,sample3,7
uniq80,sample12,7
uniq11649,sample9,7
uniq16181,sample7,7
uniq529,sample9,7
uniq29294,sample15,7
uniq22833,sample10,7
uniq3373,sample14,7
uniq22548,sample15,7
uniq2505,sample7,7
uniq29160,sample11,7
uniq9977,sample8,7
uniq25582,sample2,7
uniq29138,sample15,7
uniq27709,sample9,7
uniq502,sample2,7
uniq18271,sample13,7
uniq27212,sample13,7
uniq18495,sample10,7
uniq23670,sample2,7
uniq660,sample5,7
uniq11648,sample8,7
uniq22571,sample13,7
uniq25884,sample4,7
uniq26030,sample2,7
uniq26515,sample10,7
uniq29262,sample10,7
uniq2088,sample3,7
uniq5446,sample4,7
uniq6524,sample9,7
uniq6862,sample14,7
uniq23014,sample14,7
uniq17645,sample4,7
uniq375,sample3,7
uniq7622,sample8,7
uniq8080,sample14,7
uniq17686,sample14,7
uniq22474,sample2,7
uniq21271,sample14,7
uniq23291,sample5,7
uniq11589,sample5,7
uniq23187,sample2,7
uniq24302,sample4,7
uniq19987,sample13,7
uniq16832,sample13,7
uniq1602,sample13,7
uniq11250,sample3,7
uniq22466,sample8,7
uniq20043,sample7,7
uniq24694,sample14,7
uniq22058,sample7,7
uniq21384,sample14,7
uniq24775,sample4,7
uniq24988,sample4,7
uniq27699,sample13,7
uniq23892,sample4,7
uniq27278,sample13,7
uniq23026,sample9,7
uniq20934,sample7,7
uniq23913,sample5,7
uniq25581,sample11,7
uniq29192,sample5,7
uniq8721,sample5,7
uniq5379,sample4,7
uniq23590,sample1,7
uniq24136,sample7,7
uniq18708,sample14,7
uniq9557,sample1,8
uniq398,sample7,8
uniq363,sample12,8
uniq1093,sample10,8
uniq1120,sample11,8
uniq6485,sample9,8
uniq6485,sample14,8
uniq5177,sample1,8
uniq8619,sample1,8
uniq12824,sample3,8
uniq13956,sample14,8
uniq18575,sample14,8
uniq19799,sample8,8
uniq19833,sample13,8
uniq20260,sample9,8
uniq22043,sample10,8
uniq22581,sample4,8
uniq22905,sample2,8
uniq24596,sample13,8
uniq25533,sample4,8
uniq172,sample5,8
uniq23123,sample11,8
uniq397,sample7,8
uniq397,sample15,8
uniq735,sample11,8
uniq3974,sample13,8
uniq19676,sample13,8
uniq10689,sample4,8
uniq625,sample4,8
uniq1287,sample7,8
uniq786,sample1,8
uniq786,sample13,8
uniq2231,sample6,8
uniq2231,sample14,8
uniq5131,sample11,8
uniq6447,sample6,8
uniq855,sample14,8
uniq845,sample15,8
uniq453,sample12,8
uniq318,sample9,8
uniq5814,sample2,8
uniq5814,sample8,8
uniq25831,sample14,8
uniq4454,sample10,8
uniq25801,sample7,8
uniq3666,sample8,8
uniq606,sample12,8
uniq536,sample15,8
uniq13429,sample6,8
uniq23757,sample2,8
uniq288,sample5,8
uniq15078,sample6,8
uniq20051,sample8,8
uniq21981,sample11,8
uniq22188,sample15,8
uniq25726,sample11,8
uniq125,sample15,8
uniq297,sample2,8
uniq208,sample1,8
uniq377,sample11,8
uniq27,sample4,8
uniq370,sample13,8
uniq132,sample12,8
uniq529,sample15,8
uniq167,sample5,8
uniq14661,sample10,8
uniq1106,sample15,8
uniq1144,sample8,8
uniq876,sample14,8
uniq20788,sample13,8
uniq1219,sample12,8
uniq22698,sample10,8
uniq209,sample1,8
uniq11,sample13,8
uniq197,sample14,8
uniq285,sample1,8
uniq285,sample8,8
uniq21254,sample12,8
uniq16268,sample6,8
uniq7288,sample6,8
uniq23879,sample8,8
uniq660,sample15,8
uniq12027,sample10,8
uniq15096,sample1,8
uniq25686,sample2,8
uniq5221,sample6,8
uniq5221,sample10,8
uniq6340,sample1,8
uniq6524,sample14,8
uniq22527,sample4,8
uniq16604,sample4,8
uniq5840,sample3,8
uniq21769,sample4,8
uniq34959,sample5,8
uniq8170,sample2,8
uniq7494,sample14,8
uniq8729,sample8,8
uniq2132,sample8,8
uniq20441,sample4,8
uniq3232,sample2,8
uniq11250,sample6,8
uniq44903,sample3,8
uniq20798,sample14,8
uniq4539,sample1,8
uniq11645,sample3,8
uniq19534,sample9,8
uniq22386,sample4,8
uniq6982,sample5,8
uniq14263,sample1,8
uniq25658,sample3,8
uniq21128,sample5,8
uniq3338,sample7,8
uniq15454,sample7,8
uniq23143,sample11,8
uniq16854,sample6,8
uniq24971,sample8,8
uniq18831,sample1,8
uniq21699,sample8,8
uniq15918,sample4,9
uniq289,sample14,9
uniq4599,sample13,9
uniq8209,sample12,9
uniq282,sample7,9
uniq506,sample3,9
uniq750,sample7,9
uniq6485,sample4,9
uniq5177,sample2,9
uniq5626,sample14,9
uniq9916,sample8,9
uniq15011,sample13,9
uniq18005,sample3,9
uniq18719,sample2,9
uniq19647,sample13,9
uniq22375,sample13,9
uniq22886,sample2,9
uniq1632,sample2,9
uniq19026,sample2,9
uniq7671,sample5,9
uniq22401,sample11,9
uniq22908,sample12,9
uniq23263,sample13,9
uniq407,sample6,9
uniq407,sample7,9
uniq2673,sample13,9
uniq625,sample14,9
uniq1287,sample4,9
uniq62,sample11,9
uniq290,sample5,9
uniq290,sample7,9
uniq290,sample8,9
uniq732,sample3,9
uniq2175,sample5,9
uniq2175,sample14,9
uniq13338,sample6,9
uniq18232,sample7,9
uniq23025,sample7,9
uniq318,sample3,9
uniq5028,sample7,9
uniq17248,sample11,9
uniq5814,sample1,9
uniq4383,sample2,9
uniq13856,sample8,9
uniq157,sample7,9
uniq4483,sample14,9
uniq19999,sample12,9
uniq19103,sample10,9
uniq20690,sample10,9
uniq4428,sample14,9
uniq338,sample12,9
uniq12188,sample5,9
uniq14389,sample11,9
uniq18380,sample10,9
uniq23327,sample3,9
uniq3666,sample10,9
uniq895,sample14,9
uniq18694,sample2,9
uniq20297,sample8,9
uniq20440,sample2,9
uniq20482,sample13,9
uniq107,sample14,9
uniq461,sample10,9
uniq461,sample12,9
uniq401,sample8,9
uniq3973,sample7,9
uniq18009,sample1,9
uniq377,sample12,9
uniq230,sample4,9
uniq20037,sample3,9
uniq13715,sample14,9
uniq7755,sample9,9
uniq13219,sample11,9
uniq21451,sample10,9
uniq18858,sample13,9
uniq555,sample6,9
uniq555,sample10,9
uniq473,sample3,9
uniq22660,sample8,9
uniq10510,sample8,9
uniq9230,sample11,9
uniq21372,sample7,9
uniq11548,sample10,9
uniq660,sample3,9
uniq16002,sample2,9
uniq16315,sample2,9
uniq19157,sample4,9
uniq23351,sample4,9
uniq21087,sample10,9
uniq2088,sample13,9
uniq16979,sample13,9
uniq20965,sample2,9
uniq83,sample2,9
uniq375,sample10,9
uniq12015,sample8,9
uniq16782,sample14,9
uniq23120,sample9,9
uniq23151,sample2,9
uniq19151,sample2,9
uniq22876,sample10,9
uniq14056,sample14,9
uniq2461,sample1,9
uniq17363,sample4,9
uniq18143,sample14,9
uniq15321,sample6,9
uniq22361,sample2,9
uniq4533,sample14,9
uniq23059,sample14,9
uniq20153,sample4,9
uniq1160,sample4,9
uniq18357,sample3,9
uniq20780,sample3,9
uniq21188,sample3,9
uniq22675,sample3,9
uniq23267,sample4,9
uniq16561,sample13,9
uniq5421,sample6,9
uniq21341,sample7,9
uniq6844,sample12,9
uniq837,sample1,10
uniq14817,sample9,10
uniq2746,sample13,10
uniq14874,sample4,10
uniq111,sample4,10
uniq282,sample11,10
uniq282,sample13,10
uniq398,sample3,10
uniq363,sample4,10
uniq506,sample5,10
uniq1327,sample3,10
uniq1184,sample7,10
uniq5670,sample3,10
uniq12057,sample4,10
uniq9536,sample9,10
uniq17265,sample8,10
uniq17283,sample8,10
uniq17953,sample2,10
uniq20059,sample13,10
uniq20996,sample12,10
uniq16681,sample6,10
uniq212,sample12,10
uniq17985,sample13,10
uniq3923,sample5,10
uniq3923,sample14,10
uniq174,sample15,10
uniq493,sample5,10
uniq493,sample11,10
uniq622,sample4,10
uniq1299,sample12,10
uniq9581,sample13,10
uniq1203,sample6,10
uniq13716,sample1,10
uniq29420,sample3,10
uniq19502,sample5,10
uniq16131,sample12,10
uniq198,sample14,10
uniq3907,sample10,10
uniq15465,sample10,10
uniq16565,sample10,10
uniq17313,sample14,10
uniq15863,sample13,10
uniq16359,sample13,10
uniq171,sample13,10
uniq16038,sample6,10
uniq449,sample7,10
uniq449,sample13,10
uniq164,sample2,10
uniq164,sample4,10
uniq170,sample10,10
uniq3440,sample8,10
uniq16000,sample11,10
uniq16709,sample1,10
uniq21035,sample7,10
uniq125,sample4,10
uniq177,sample2,10
uniq208,sample5,10
uniq27,sample9,10
uniq29580,sample10,10
uniq15565,sample8,10
uniq512,sample2,10
uniq209,sample8,10
uniq17071,sample3,10
uniq1414,sample2,10
uniq14082,sample13,10
uniq16175,sample2,10
uniq17994,sample2,10
uniq18136,sample2,10
uniq20072,sample13,10
uniq20306,sample7,10
uniq2088,sample2,10
uniq7072,sample4,10
uniq12717,sample4,10
uniq6298,sample13,10
