OTUs,sampleID,readCount
uniq4265,sample2,35
uniq13580,sample3,35
uniq85,sample15,36
uniq113,sample2,36
uniq6355,sample13,36
uniq881,sample10,36
uniq1913,sample7,36
uniq5655,sample10,36
uniq3641,sample15,36
uniq5957,sample15,36
uniq5449,sample8,36
uniq59,sample8,36
uniq3957,sample7,36
uniq36,sample12,36
uniq7072,sample2,36
uniq83,sample5,36
uniq238,sample6,36
uniq282,sample10,37
uniq398,sample5,37
uniq3736,sample7,37
uniq5281,sample14,37
uniq290,sample1,37
uniq881,sample6,37
uniq263,sample12,37
uniq69,sample15,37
uniq5239,sample10,37
uniq5703,sample14,37
uniq2274,sample10,37
uniq5425,sample8,37
uniq55,sample10,37
uniq529,sample6,37
uniq5935,sample10,37
uniq5471,sample11,37
uniq36,sample7,37
uniq5536,sample13,37
uniq5597,sample10,37
uniq5945,sample4,37
uniq5421,sample7,37
uniq5544,sample3,38
uniq407,sample1,38
uniq5167,sample13,38
uniq756,sample14,38
uniq5431,sample10,38
uniq5526,sample3,38
uniq5070,sample13,38
uniq5127,sample10,38
uniq4428,sample3,38
uniq4988,sample6,38
uniq59,sample5,38
uniq9230,sample15,38
uniq1715,sample5,38
uniq4079,sample14,38
uniq1641,sample1,38
uniq5163,sample1,38
uniq1128,sample7,38
uniq1440,sample13,39
uniq5158,sample1,39
uniq60,sample1,39
uniq1234,sample10,39
uniq1234,sample11,39
uniq2604,sample13,39
uniq4834,sample8,39
uniq2315,sample3,39
uniq622,sample10,39
uniq1841,sample7,39
uniq4613,sample15,39
uniq39,sample2,39
uniq5560,sample11,39
uniq898,sample14,39
uniq3708,sample10,39
uniq1847,sample8,39
uniq3021,sample2,39
uniq5059,sample3,39
uniq4963,sample10,40
uniq6176,sample13,40
uniq756,sample1,40
uniq4483,sample2,40
uniq5140,sample3,40
uniq4884,sample14,40
uniq1921,sample3,40
uniq5525,sample11,40
uniq4997,sample11,40
uniq4839,sample3,40
uniq59,sample6,40
uniq4846,sample7,40
uniq3849,sample10,40
uniq1128,sample8,40
uniq3689,sample13,41
uniq7989,sample13,41
uniq1613,sample2,41
uniq69,sample10,41
uniq5545,sample11,41
uniq5072,sample13,41
uniq821,sample8,41
uniq4768,sample7,41
uniq3849,sample4,41
uniq363,sample3,42
uniq4809,sample3,42
uniq788,sample9,42
uniq756,sample6,42
uniq2231,sample1,42
uniq8498,sample7,42
uniq7480,sample10,42
uniq310,sample3,42
uniq4816,sample15,42
uniq39,sample3,42
uniq55,sample2,42
uniq286,sample14,42
uniq4626,sample12,42
uniq5446,sample5,42
uniq2461,sample4,42
uniq172,sample12,43
uniq788,sample8,43
uniq62,sample8,43
uniq136,sample12,43
uniq4728,sample8,43
uniq507,sample8,43
uniq5341,sample11,43
uniq8946,sample4,43
uniq1128,sample10,43
uniq4770,sample13,43
uniq195,sample4,44
uniq1690,sample6,44
uniq63,sample3,44
uniq174,sample10,44
uniq732,sample4,44
uniq2426,sample14,44
uniq1298,sample10,44
uniq192,sample12,44
uniq4552,sample11,44
uniq75,sample3,44
uniq2505,sample2,44
uniq4601,sample11,44
uniq238,sample4,44
uniq4663,sample10,44
uniq113,sample4,45
uniq970,sample11,45
uniq407,sample14,45
uniq290,sample10,45
uniq732,sample13,45
uniq263,sample6,45
uniq5486,sample11,45
uniq4750,sample7,45
uniq92,sample12,45
uniq4615,sample7,45
uniq4502,sample9,45
uniq4497,sample10,45
uniq4572,sample10,45
uniq4089,sample11,45
uniq7081,sample2,45
uniq333,sample6,46
uniq1120,sample5,46
uniq970,sample8,46
uniq261,sample10,46
uniq6297,sample14,46
uniq90,sample4,46
uniq4267,sample15,46
uniq388,sample8,46
uniq3828,sample3,46
uniq825,sample7,46
uniq4577,sample7,46
uniq1128,sample12,46
uniq4017,sample13,46
uniq8446,sample15,47
uniq282,sample9,47
uniq4494,sample10,47
uniq95,sample3,47
uniq2658,sample7,47
uniq862,sample13,47
uniq453,sample6,47
uniq310,sample6,47
uniq2302,sample7,47
uniq4363,sample6,47
uniq4467,sample15,47
uniq89,sample12,47
uniq2509,sample1,47
uniq83,sample6,47
uniq356,sample3,47
uniq4295,sample14,47
uniq4521,sample7,47
uniq43,sample2,48
uniq1120,sample2,48
uniq3072,sample8,48
uniq172,sample4,48
uniq2315,sample8,48
uniq1539,sample14,48
uniq2426,sample11,48
uniq4490,sample11,48
uniq170,sample13,48
uniq831,sample11,48
uniq2557,sample4,48
uniq828,sample2,49
uniq4099,sample6,49
uniq4026,sample13,49
uniq811,sample8,49
uniq4249,sample7,49
uniq4268,sample11,49
uniq401,sample10,49
uniq831,sample6,49
uniq806,sample10,49
uniq3373,sample10,49
uniq2088,sample4,49
uniq3338,sample13,49
uniq5780,sample7,49
uniq828,sample15,50
uniq333,sample3,50
uniq282,sample3,50
uniq398,sample10,50
uniq4049,sample11,50
uniq35,sample2,50
uniq2029,sample13,50
uniq101,sample8,50
uniq136,sample5,50
uniq4383,sample8,50
uniq4132,sample11,50
uniq4259,sample11,50
uniq4382,sample11,50
uniq3999,sample10,50
uniq2724,sample10,50
uniq4018,sample13,50
uniq3493,sample11,51
uniq1632,sample10,51
uniq1632,sample11,51
uniq174,sample1,51
uniq845,sample14,51
uniq4108,sample7,51
uniq3664,sample2,51
uniq7072,sample5,51
uniq4109,sample14,51
uniq333,sample7,52
uniq5320,sample14,52
uniq4197,sample11,52
uniq136,sample1,52
uniq4454,sample14,52
uniq1921,sample14,52
uniq401,sample13,52
uniq3355,sample6,52
uniq3906,sample12,53
uniq60,sample15,53
uniq3986,sample8,53
uniq4047,sample1,53
uniq3990,sample6,53
uniq66,sample15,53
uniq2741,sample5,53
uniq99,sample6,53
uniq4103,sample11,53
uniq14,sample12,53
uniq4095,sample8,53
uniq3800,sample6,53
uniq333,sample14,54
uniq1234,sample3,54
uniq62,sample10,54
uniq101,sample10,54
uniq811,sample7,54
uniq90,sample9,54
uniq99,sample3,54
uniq3420,sample11,54
uniq2901,sample5,54
uniq3949,sample7,54
uniq3433,sample2,54
uniq1688,sample8,55
uniq3029,sample5,55
uniq63,sample2,55
uniq3863,sample14,55
uniq4040,sample10,55
uniq3641,sample11,55
uniq3867,sample11,55
uniq3979,sample11,55
uniq5479,sample10,55
uniq1106,sample14,55
uniq1414,sample11,55
uniq1737,sample15,55
uniq610,sample6,55
uniq85,sample12,56
uniq282,sample1,56
uniq3982,sample8,56
uniq62,sample3,56
uniq732,sample11,56
uniq3829,sample1,56
uniq90,sample10,56
uniq388,sample11,56
uniq3973,sample9,56
uniq629,sample7,56
uniq3710,sample10,56
uniq36,sample3,56
uniq1737,sample5,56
uniq2185,sample2,56
uniq837,sample11,57
uniq3729,sample8,57
uniq35,sample6,57
uniq625,sample13,57
uniq290,sample6,57
uniq3772,sample14,57
uniq3448,sample15,57
uniq3408,sample11,57
uniq3471,sample8,57
uniq55,sample15,57
uniq3573,sample6,57
uniq22,sample9,57
uniq3537,sample3,57
uniq1263,sample10,57
uniq375,sample8,57
uniq3727,sample1,57
uniq788,sample2,58
uniq3515,sample10,58
uniq3750,sample11,58
uniq1847,sample2,58
uniq1142,sample7,58
uniq2364,sample5,58
uniq3618,sample12,58
uniq43,sample7,59
uniq95,sample5,59
uniq39,sample9,59
uniq3751,sample14,59
uniq59,sample7,59
uniq3320,sample11,60
uniq3133,sample8,60
uniq1715,sample13,60
uniq3429,sample11,60
uniq1128,sample5,60
uniq3517,sample3,61
uniq174,sample13,61
uniq4383,sample3,61
uniq1479,sample3,61
uniq111,sample15,62
uniq3486,sample10,62
uniq3326,sample15,62
uniq90,sample5,62
uniq3168,sample11,62
uniq39,sample10,62
uniq3364,sample11,62
uniq825,sample15,62
uniq282,sample2,63
uniq2658,sample14,63
uniq2508,sample12,63
uniq3328,sample11,63
uniq36,sample1,63
uniq3229,sample7,63
uniq3239,sample1,64
uniq172,sample7,64
uniq3609,sample13,64
uniq3146,sample6,64
uniq2505,sample6,64
uniq6239,sample12,64
uniq537,sample3,64
uniq3367,sample1,64
uniq3253,sample7,64
uniq63,sample15,65
uniq66,sample2,65
uniq318,sample6,65
uniq5543,sample7,65
uniq3266,sample11,65
uniq149,sample7,65
uniq3000,sample10,65
uniq174,sample8,66
uniq1299,sample11,66
uniq732,sample5,66
uniq1479,sample9,66
uniq3050,sample11,66
uniq3055,sample15,66
uniq2557,sample3,66
uniq3406,sample14,66
uniq2746,sample6,67
uniq195,sample5,67
uniq862,sample11,67
uniq1913,sample11,68
uniq3170,sample14,68
uniq4605,sample11,68
uniq3197,sample11,68
uniq2890,sample1,68
uniq593,sample6,69
uniq101,sample5,69
uniq261,sample6,69
uniq2804,sample10,69
uniq2666,sample7,69
uniq11,sample12,69
uniq1142,sample14,69
uniq1128,sample11,69
uniq282,sample8,70
uniq3025,sample11,70
uniq113,sample8,70
uniq66,sample11,70
uniq453,sample3,70
uniq370,sample7,70
uniq238,sample5,70
uniq5780,sample6,70
uniq43,sample9,71
uniq2934,sample11,71
uniq2780,sample10,71
uniq2823,sample2,71
uniq2879,sample1,71
uniq993,sample14,72
uniq2274,sample14,72
uniq11,sample15,72
uniq1440,sample11,73
uniq282,sample14,73
uniq62,sample7,73
uniq261,sample1,73
uniq786,sample14,73
uniq2880,sample7,73
uniq2796,sample10,73
uniq895,sample6,73
uniq3010,sample11,73
uniq4717,sample7,73
uniq1547,sample9,73
uniq36,sample2,73
uniq2986,sample2,74
uniq107,sample5,74
uniq2852,sample11,74
uniq111,sample10,75
uniq1184,sample5,75
uniq2838,sample6,75
uniq55,sample12,75
uniq2816,sample3,75
uniq2910,sample15,75
uniq808,sample8,76
uniq170,sample8,76
uniq149,sample11,76
uniq529,sample7,76
uniq2461,sample6,76
uniq811,sample14,77
uniq2651,sample11,77
uniq2919,sample7,77
uniq35,sample13,78
uniq258,sample6,78
uniq2036,sample1,78
uniq63,sample8,78
uniq101,sample3,78
uniq895,sample15,78
uniq398,sample2,79
uniq2656,sample7,79
uniq35,sample11,79
uniq261,sample13,79
uniq136,sample6,79
uniq985,sample3,79
uniq2552,sample13,79
uniq2667,sample11,79
uniq3836,sample2,79
uniq2516,sample5,80
uniq1287,sample5,80
uniq63,sample9,81
uniq2580,sample14,81
uniq5039,sample14,81
uniq8,sample1,82
uniq258,sample4,82
uniq2607,sample2,82
uniq2639,sample11,82
uniq1856,sample10,82
uniq2532,sample10,82
uniq27,sample15,82
uniq2558,sample4,82
uniq837,sample7,83
uniq95,sample9,83
uniq1941,sample1,83
uniq43,sample14,84
uniq60,sample3,84
uniq85,sample5,84
uniq2280,sample14,84
uniq1641,sample14,84
uniq831,sample13,85
uniq2509,sample7,85
uniq35,sample7,86
uniq66,sample3,86
uniq2352,sample11,86
uniq1669,sample2,86
uniq610,sample8,86
uniq111,sample8,87
uniq2288,sample14,87
uniq2506,sample10,87
uniq2437,sample14,87
uniq1142,sample1,87
uniq258,sample5,88
uniq622,sample14,88
uniq2365,sample13,89
uniq66,sample5,89
uniq2305,sample3,89
uniq22,sample5,89
uniq27,sample14,89
uniq2310,sample6,89
uniq1299,sample14,90
uniq1335,sample14,90
uniq985,sample14,90
uniq2169,sample7,90
uniq2315,sample6,91
uniq2241,sample3,91
uniq529,sample1,91
uniq14,sample7,91
uniq2472,sample1,91
uniq994,sample4,92
uniq593,sample7,92
uniq24,sample12,92
uniq845,sample1,92
uniq2302,sample11,92
uniq2254,sample11,92
uniq124,sample14,92
uniq1142,sample13,92
uniq2392,sample13,93
uniq493,sample6,93
uniq513,sample7,93
uniq1552,sample5,93
uniq66,sample9,94
uniq263,sample8,94
uniq970,sample3,95
uniq2102,sample10,95
uniq2034,sample7,95
uniq35,sample15,96
uniq258,sample13,96
uniq174,sample4,96
uniq1539,sample3,96
uniq2206,sample14,96
uniq6605,sample3,96
uniq593,sample14,97
uniq24,sample11,97
uniq35,sample1,98
uniq488,sample3,98
uniq238,sample2,98
uniq238,sample14,98
uniq3921,sample4,98
uniq610,sample13,98
uniq2059,sample12,99
uniq282,sample6,100
uniq788,sample14,100
uniq99,sample1,100
uniq18,sample11,100
uniq1979,sample3,100
uniq1106,sample1,100
uniq11,sample7,100
uniq1128,sample15,100
uniq453,sample13,101
uniq2148,sample2,101
uniq1552,sample4,101
uniq786,sample6,103
uniq2281,sample4,103
uniq1912,sample11,104
uniq898,sample10,104
uniq375,sample1,104
uniq85,sample8,105
uniq62,sample5,105
uniq261,sample8,105
uniq290,sample4,105
uniq398,sample11,106
uniq253,sample3,106
uniq2209,sample1,106
uniq825,sample11,106
uniq1953,sample11,106
uniq881,sample14,107
uniq357,sample14,107
uniq401,sample11,107
uniq1959,sample11,107
uniq111,sample6,108
uniq1829,sample14,108
uniq1895,sample11,108
uniq24,sample15,109
uniq99,sample7,109
uniq172,sample9,110
uniq1697,sample7,110
uniq318,sample7,110
uniq1746,sample11,110
uniq1769,sample11,110
uniq736,sample7,110
uniq1850,sample15,110
uniq24,sample9,111
uniq322,sample15,111
uniq736,sample1,111
uniq2364,sample14,111
uniq4023,sample10,112
uniq426,sample6,112
uniq1838,sample11,112
uniq113,sample10,113
uniq95,sample4,113
uniq1766,sample14,113
uniq1795,sample7,113
uniq113,sample7,114
uniq1796,sample1,114
uniq198,sample3,114
uniq1602,sample5,114
uniq1823,sample6,115
uniq1203,sample1,115
uniq1800,sample3,115
uniq1726,sample14,116
uniq69,sample12,117
uniq22,sample13,117
uniq737,sample14,117
uniq1725,sample1,118
uniq388,sample6,118
uniq1659,sample11,118
uniq1685,sample13,118
uniq2612,sample6,118
uniq1770,sample6,118
uniq572,sample1,120
uniq1690,sample2,121
uniq1318,sample3,121
uniq1619,sample14,122
uniq808,sample6,122
uniq1665,sample11,122
uniq22,sample8,122
uniq1513,sample15,122
uniq1624,sample3,122
uniq454,sample10,122
uniq43,sample10,123
uniq1568,sample12,123
uniq581,sample14,125
uniq1579,sample11,125
uniq1144,sample3,125
uniq85,sample3,126
uniq172,sample8,126
uniq1500,sample7,126
uniq1806,sample2,126
uniq239,sample14,127
uniq113,sample13,128
uniq529,sample14,128
uniq2788,sample7,129
uniq8,sample2,130
uniq1903,sample14,130
uniq256,sample7,130
uniq1418,sample6,130
uniq1437,sample7,130
uniq1517,sample13,130
uniq750,sample5,131
uniq1482,sample11,132
uniq22,sample6,135
uniq1365,sample2,135
uniq63,sample10,136
uniq101,sample1,136
uniq1397,sample11,136
uniq625,sample5,137
uniq39,sample12,137
uniq1429,sample14,137
uniq994,sample9,139
uniq95,sample14,139
uniq493,sample14,139
uniq1377,sample11,139
uniq1274,sample5,140
uniq2773,sample10,140
uniq11,sample3,140
uniq66,sample8,141
uniq855,sample11,141
uniq1330,sample14,141
uniq1435,sample3,141
uniq363,sample13,142
uniq95,sample1,142
uniq1298,sample11,142
uniq1356,sample6,142
uniq101,sample7,144
uniq1841,sample14,144
uniq107,sample7,144
uniq18,sample4,145
uniq356,sample4,145
uniq1093,sample13,148
uniq99,sample2,148
uniq261,sample14,149
uniq1160,sample7,149
uniq1260,sample5,151
uniq95,sample8,151
uniq1271,sample6,151
uniq398,sample13,152
uniq1258,sample12,152
uniq39,sample6,153
uniq1278,sample11,153
uniq101,sample4,154
uniq1812,sample1,154
uniq113,sample14,155
uniq258,sample14,156
uniq24,sample2,156
uniq39,sample8,156
uniq397,sample11,157
uniq318,sample8,157
uniq1168,sample7,159
uniq1230,sample1,160
uniq5,sample12,163
uniq1148,sample6,164
uniq401,sample15,164
uniq876,sample15,164
uniq1709,sample11,165
uniq806,sample8,165
uniq1109,sample6,165
uniq2046,sample3,166
uniq172,sample2,166
uniq69,sample3,167
uniq1125,sample14,167
uniq14,sample3,167
uniq1016,sample11,168
uniq1091,sample14,168
uniq1138,sample11,168
uniq1038,sample13,169
uniq454,sample2,169
uniq90,sample3,170
uniq149,sample9,170
uniq925,sample2,171
uniq1309,sample11,171
uniq18,sample5,171
uniq1300,sample11,172
uniq43,sample1,173
uniq821,sample11,173
uniq2132,sample4,173
uniq1030,sample7,174
uniq24,sample10,176
uniq388,sample15,176
uniq1521,sample6,176
uniq66,sample7,177
uniq1064,sample6,178
uniq1012,sample3,179
uniq66,sample10,180
uniq488,sample15,184
uniq333,sample2,185
uniq950,sample7,185
uniq407,sample13,186
uniq174,sample6,186
uniq629,sample8,186
uniq24,sample8,187
uniq69,sample8,187
uniq945,sample11,187
uniq14,sample8,187
uniq910,sample10,188
uniq944,sample9,188
uniq537,sample4,189
uniq113,sample3,190
uniq735,sample13,190
uniq921,sample15,190
uniq172,sample14,191
uniq889,sample9,196
uniq60,sample6,199
uniq363,sample11,199
uniq14,sample1,199
uniq136,sample8,200
uniq867,sample3,200
uniq813,sample10,200
uniq870,sample11,202
uniq11,sample8,202
uniq784,sample14,203
uniq397,sample3,204
uniq24,sample3,204
uniq849,sample2,206
uniq107,sample10,207
uniq35,sample14,208
uniq172,sample1,210
uniq2539,sample3,210
uniq238,sample1,210
uniq660,sample2,212
uniq22,sample7,213
uniq27,sample2,213
uniq807,sample7,214
uniq1263,sample11,217
uniq488,sample11,218
uniq797,sample11,218
uniq357,sample10,219
uniq63,sample5,220
uniq810,sample6,222
uniq10,sample1,226
uniq775,sample3,227
uniq357,sample6,230
uniq513,sample14,230
uniq11,sample1,230
uniq648,sample10,231
uniq63,sample7,234
uniq101,sample13,235
uniq18,sample15,235
uniq720,sample11,239
uniq737,sample7,239
uniq24,sample7,240
uniq14,sample2,240
uniq290,sample14,241
uniq5,sample7,241
uniq256,sample14,242
uniq890,sample10,242
uniq136,sample2,243
uniq698,sample10,244
uniq426,sample13,246
uniq641,sample11,253
uniq507,sample1,255
uniq286,sample2,255
uniq543,sample15,256
uniq649,sample1,257
uniq99,sample15,257
uniq136,sample7,258
uniq107,sample8,261
uniq43,sample5,266
uniq624,sample3,266
uniq35,sample12,268
uniq611,sample1,269
uniq1219,sample11,269
uniq43,sample4,270
uniq506,sample13,270
uniq124,sample1,273
uniq286,sample1,274
uniq1572,sample3,279
uniq542,sample13,280
uniq256,sample3,280
uniq248,sample3,281
uniq1327,sample13,282
uniq581,sample3,282
uniq43,sample11,286
uniq586,sample3,286
uniq66,sample1,288
uniq11,sample2,291
uniq85,sample1,296
uniq95,sample12,297
uniq536,sample14,297
uniq540,sample7,299
uniq111,sample7,300
uniq136,sample14,300
uniq558,sample6,300
uniq90,sample12,301
uniq208,sample11,301
uniq567,sample1,304
uniq928,sample7,311
uniq660,sample13,311
uniq375,sample2,312
uniq333,sample8,314
uniq527,sample11,314
uniq512,sample15,314
uniq212,sample7,315
uniq63,sample1,318
uniq517,sample3,319
uniq498,sample10,321
uniq18,sample2,326
uniq318,sample14,327
uniq486,sample14,328
uniq491,sample12,330
uniq85,sample7,333
uniq149,sample3,333
uniq449,sample6,335
uniq85,sample6,340
uniq473,sample7,342
uniq470,sample11,343
uniq356,sample2,348
uniq212,sample14,352
uniq448,sample7,353
uniq107,sample2,356
uniq444,sample1,358
uniq370,sample3,358
uniq443,sample7,359
uniq39,sample15,362
uniq8,sample3,364
uniq85,sample2,364
uniq66,sample4,366
uniq433,sample7,366
uniq174,sample14,368
uniq263,sample13,370
uniq431,sample1,370
uniq440,sample6,372
uniq430,sample1,376
uniq414,sample11,380
uniq322,sample3,386
uniq751,sample3,387
uniq454,sample7,389
uniq62,sample6,395
uniq39,sample13,396
uniq18,sample7,404
uniq62,sample13,406
uniq385,sample10,409
uniq5,sample3,409
uniq386,sample7,414
uniq380,sample1,422
uniq310,sample7,437
uniq365,sample1,437
uniq107,sample15,442
uniq461,sample11,447
uniq636,sample11,464
uniq149,sample8,468
uniq85,sample14,470
uniq63,sample13,470
uniq435,sample11,473
uniq101,sample14,477
uniq338,sample10,477
uniq212,sample6,479
uniq10,sample15,489
uniq5,sample8,494
uniq24,sample5,496
uniq606,sample11,498
uniq85,sample13,502
uniq248,sample8,506
uniq317,sample3,512
uniq555,sample15,513
uniq66,sample13,520
uniq60,sample13,523
uniq101,sample6,526
uniq63,sample6,528
uniq377,sample9,530
uniq572,sample7,535
uniq253,sample7,536
uniq297,sample11,539
uniq90,sample2,560
uniq289,sample1,566
uniq90,sample6,574
uniq90,sample15,574
uniq288,sample6,581
uniq113,sample1,585
uniq66,sample6,585
uniq284,sample8,588
uniq5,sample1,597
uniq239,sample10,652
uniq236,sample6,685
uniq230,sample13,685
uniq195,sample13,698
uniq43,sample15,703
uniq8,sample9,725
uniq198,sample1,734
uniq63,sample14,749
uniq5,sample2,752
uniq24,sample1,775
uniq27,sample8,786
uniq111,sample5,818
uniq170,sample11,827
uniq8,sample14,833
uniq24,sample13,861
uniq8,sample15,863
uniq197,sample1,863
uniq63,sample4,876
uniq8,sample12,882
uniq181,sample10,909
uniq171,sample14,924
uniq167,sample7,939
uniq113,sample6,940
uniq177,sample6,960
uniq10,sample9,968
uniq95,sample13,979
uniq27,sample13,992
uniq163,sample6,1035
uniq164,sample6,1048
uniq160,sample6,1052
uniq99,sample11,1094
uniq208,sample7,1121
uniq10,sample2,1131
uniq10,sample5,1162
uniq10,sample12,1179
uniq10,sample7,1192
uniq124,sample2,1215
uniq66,sample14,1243
uniq90,sample8,1279
uniq125,sample6,1332
uniq119,sample1,1378
uniq10,sample11,1385
uniq62,sample14,1386
uniq131,sample1,1463
uniq90,sample7,1514
uniq107,sample6,1515
uniq8,sample5,1521
uniq35,sample3,1555
uniq10,sample6,1581
uniq10,sample14,1602
uniq106,sample3,1634
uniq62,sample4,1637
uniq10,sample8,1752
uniq24,sample6,1941
uniq192,sample11,1967
uniq24,sample4,2016
uniq92,sample11,2046
uniq8,sample4,2050
uniq90,sample11,2083
uniq8,sample7,2093
uniq8,sample11,2093
uniq89,sample11,2099
uniq83,sample7,2146
uniq69,sample11,2224
uniq75,sample7,2349
uniq24,sample14,2394
uniq43,sample6,2526
uniq60,sample14,2539
uniq8,sample8,2659
uniq8,sample10,2686
uniq10,sample10,2751
uniq8,sample6,2861
uniq27,sample3,2994
uniq10,sample3,3084
uniq35,sample8,3194
uniq59,sample4,3314
uniq8,sample13,3563
uniq55,sample11,3581
uniq39,sample11,3842
uniq27,sample1,3947
uniq10,sample13,8886
uniq22,sample4,9369
uniq10,sample4,14905
uniq18,sample6,16489