otuID,kingdom,phylum,class
uniq8311,Eukaryota,Mollusca,Gastropoda
uniq14744,Eukaryota,Mollusca,Gastropoda
uniq22976,Eukaryota,Mollusca,Gastropoda
uniq46094,Eukaryota,Mollusca,Gastropoda
uniq23688,Eukaryota,Mollusca,Gastropoda
uniq16680,Eukaryota,Mollusca,Gastropoda
uniq15496,Eukaryota,Mollusca,Gastropoda
uniq31572,Eukaryota,Mollusca,Gastropoda
uniq32565,Eukaryota,Mollusca,Gastropoda
uniq33233,Eukaryota,Mollusca,Gastropoda
uniq33476,Eukaryota,Mollusca,Gastropoda
uniq47834,Eukaryota,Mollusca,Gastropoda
uniq49808,Eukaryota,Mollusca,Gastropoda
uniq29977,Eukaryota,Mollusca,Gastropoda
uniq21837,Eukaryota,Mollusca,Gastropoda
uniq2890,Eukaryota,Mollusca,Gastropoda
uniq19517,Eukaryota,Mollusca,Gastropoda
uniq34358,Eukaryota,Mollusca,Gastropoda
uniq48976,Eukaryota,Mollusca,Gastropoda
uniq22876,Eukaryota,Mollusca,Gastropoda
uniq43230,Eukaryota,Mollusca,Gastropoda
uniq8170,Eukaryota,Mollusca,Gastropoda
uniq22311,Eukaryota,Mollusca,Gastropoda
uniq41696,Eukaryota,Mollusca,Gastropoda
uniq24600,Eukaryota,Mollusca,Gastropoda
uniq9111,Eukaryota,Mollusca,Gastropoda
uniq35813,Eukaryota,Mollusca,Gastropoda
uniq7494,Eukaryota,Mollusca,Gastropoda
uniq44489,Eukaryota,Mollusca,Gastropoda
uniq46167,Eukaryota,Mollusca,Gastropoda
uniq48391,Eukaryota,Mollusca,Gastropoda
uniq14028,Eukaryota,Mollusca,Gastropoda
uniq23948,Eukaryota,Mollusca,Gastropoda
uniq13795,Eukaryota,Mollusca,Gastropoda
uniq19782,Eukaryota,Mollusca,Gastropoda
uniq29616,Eukaryota,Mollusca,Gastropoda
uniq31851,Eukaryota,Mollusca,Gastropoda
uniq34759,Eukaryota,Mollusca,Gastropoda
uniq37850,Eukaryota,Mollusca,Gastropoda
uniq47712,Eukaryota,Mollusca,Gastropoda
uniq48329,Eukaryota,Mollusca,Gastropoda
uniq35509,Eukaryota,Mollusca,Gastropoda
uniq14056,Eukaryota,Mollusca,Gastropoda
uniq52534,Eukaryota,Mollusca,Gastropoda
uniq16430,Eukaryota,Mollusca,Gastropoda
uniq43152,Eukaryota,Mollusca,Gastropoda
uniq19111,Eukaryota,Mollusca,Gastropoda
uniq30973,Eukaryota,Mollusca,Gastropoda
uniq13240,Eukaryota,Mollusca,Gastropoda
uniq24312,Eukaryota,Mollusca,Gastropoda
uniq2461,Eukaryota,Mollusca,Gastropoda
uniq5945,Eukaryota,Mollusca,Gastropoda
uniq7261,Eukaryota,Mollusca,Gastropoda
uniq9253,Eukaryota,Mollusca,Gastropoda
uniq1230,Eukaryota,Mollusca,Gastropoda
uniq21406,Eukaryota,Mollusca,Gastropoda
uniq610,Eukaryota,Mollusca,Gastropoda
uniq1641,Eukaryota,Mollusca,Gastropoda
uniq3727,Eukaryota,Mollusca,Gastropoda
uniq8729,Eukaryota,Mollusca,Gastropoda
uniq6820,Eukaryota,Mollusca,Gastropoda
uniq17363,Eukaryota,Mollusca,Gastropoda
uniq18143,Eukaryota,Mollusca,Gastropoda
uniq18369,Eukaryota,Mollusca,Gastropoda
uniq20683,Eukaryota,Mollusca,Gastropoda
uniq2472,Eukaryota,Mollusca,Gastropoda
uniq2132,Eukaryota,Mollusca,Gastropoda
uniq3229,Eukaryota,Mollusca,Gastropoda
uniq5163,Eukaryota,Mollusca,Gastropoda
uniq18520,Eukaryota,Mollusca,Gastropoda
uniq17267,Eukaryota,Mollusca,Gastropoda
uniq20441,Eukaryota,Mollusca,Gastropoda
uniq27455,Eukaryota,Mollusca,Gastropoda
uniq42517,Eukaryota,Mollusca,Gastropoda
uniq49462,Eukaryota,Mollusca,Gastropoda
uniq537,Eukaryota,Mollusca,Gastropoda
uniq3232,Eukaryota,Mollusca,Gastropoda
uniq11250,Eukaryota,Mollusca,Gastropoda
uniq11652,Eukaryota,Mollusca,Gastropoda
uniq12037,Eukaryota,Mollusca,Gastropoda
uniq25515,Eukaryota,Mollusca,Gastropoda
uniq38116,Eukaryota,Mollusca,Gastropoda
uniq44012,Eukaryota,Mollusca,Gastropoda
uniq8720,Eukaryota,Mollusca,Gastropoda
uniq26644,Eukaryota,Mollusca,Gastropoda
uniq3800,Eukaryota,Mollusca,Gastropoda
uniq9963,Eukaryota,Mollusca,Gastropoda
uniq13058,Eukaryota,Mollusca,Gastropoda
uniq41650,Eukaryota,Mollusca,Gastropoda
uniq15321,Eukaryota,Mollusca,Gastropoda
uniq4870,Eukaryota,Mollusca,Gastropoda
uniq38169,Eukaryota,Mollusca,Gastropoda
uniq49531,Eukaryota,Mollusca,Gastropoda
uniq5932,Eukaryota,Mollusca,Gastropoda
uniq8563,Eukaryota,Mollusca,Gastropoda
uniq9765,Eukaryota,Mollusca,Gastropoda
uniq12103,Eukaryota,Mollusca,Gastropoda
uniq34168,Eukaryota,Mollusca,Gastropoda
uniq22466,Eukaryota,Mollusca,Gastropoda
uniq46609,Eukaryota,Mollusca,Gastropoda
uniq4265,Eukaryota,Mollusca,Gastropoda
uniq22361,Eukaryota,Mollusca,Gastropoda
uniq8946,Eukaryota,Mollusca,Gastropoda
uniq6466,Eukaryota,Mollusca,Gastropoda
uniq35099,Eukaryota,Mollusca,Gastropoda
uniq38079,Eukaryota,Mollusca,Gastropoda
uniq26884,Eukaryota,Mollusca,Gastropoda
uniq33351,Eukaryota,Mollusca,Gastropoda
uniq44903,Eukaryota,Mollusca,Gastropoda
uniq39684,Eukaryota,Mollusca,Gastropoda
uniq6770,Eukaryota,Mollusca,Gastropoda
uniq20134,Eukaryota,Mollusca,Gastropoda
uniq20798,Eukaryota,Mollusca,Gastropoda
uniq33653,Eukaryota,Mollusca,Gastropoda
uniq48665,Eukaryota,Mollusca,Gastropoda
uniq48495,Eukaryota,Mollusca,Gastropoda
uniq10917,Eukaryota,Mollusca,Gastropoda
uniq7594,Eukaryota,Mollusca,Gastropoda
uniq5393,Eukaryota,Mollusca,Gastropoda
uniq5635,Eukaryota,Mollusca,Gastropoda
uniq7527,Eukaryota,Mollusca,Gastropoda
uniq45531,Eukaryota,Mollusca,Gastropoda
uniq20043,Eukaryota,Mollusca,Gastropoda
uniq2364,Eukaryota,Mollusca,Gastropoda
uniq4533,Eukaryota,Mollusca,Gastropoda
uniq2557,Eukaryota,Mollusca,Gastropoda
uniq14675,Eukaryota,Mollusca,Gastropoda
uniq38965,Eukaryota,Mollusca,Gastropoda
uniq42923,Eukaryota,Mollusca,Gastropoda
uniq48240,Eukaryota,Mollusca,Gastropoda
uniq29120,Eukaryota,Mollusca,Gastropoda
uniq30604,Eukaryota,Mollusca,Gastropoda
uniq30667,Eukaryota,Mollusca,Gastropoda
uniq32708,Eukaryota,Mollusca,Gastropoda
uniq36557,Eukaryota,Mollusca,Gastropoda
uniq39750,Eukaryota,Mollusca,Gastropoda
uniq3257,Eukaryota,Mollusca,Gastropoda
uniq4539,Eukaryota,Mollusca,Gastropoda
uniq24694,Eukaryota,Mollusca,Gastropoda
uniq10232,Eukaryota,Mollusca,Gastropoda
uniq9969,Eukaryota,Mollusca,Gastropoda
uniq15097,Eukaryota,Mollusca,Gastropoda
uniq13171,Eukaryota,Mollusca,Gastropoda
uniq15943,Eukaryota,Mollusca,Gastropoda
uniq18662,Eukaryota,Mollusca,Gastropoda
uniq23302,Eukaryota,Mollusca,Gastropoda
uniq23631,Eukaryota,Mollusca,Gastropoda
uniq26954,Eukaryota,Mollusca,Gastropoda
uniq30080,Eukaryota,Mollusca,Gastropoda
uniq33816,Eukaryota,Mollusca,Gastropoda
uniq36990,Eukaryota,Mollusca,Gastropoda
uniq39890,Eukaryota,Mollusca,Gastropoda
uniq12074,Eukaryota,Mollusca,Gastropoda
uniq32568,Eukaryota,Mollusca,Gastropoda
uniq11536,Eukaryota,Mollusca,Gastropoda
uniq40964,Eukaryota,Mollusca,Gastropoda
uniq52249,Eukaryota,Mollusca,Gastropoda
uniq47390,Eukaryota,Mollusca,Gastropoda
uniq13684,Eukaryota,Mollusca,Gastropoda
uniq26727,Eukaryota,Mollusca,Gastropoda
uniq491,Eukaryota,Mollusca,Gastropoda
uniq1271,Eukaryota,Mollusca,Gastropoda
uniq10203,Eukaryota,Mollusca,Gastropoda
uniq6473,Eukaryota,Mollusca,Gastropoda
uniq8514,Eukaryota,Mollusca,Gastropoda
uniq23059,Eukaryota,Mollusca,Gastropoda
uniq22058,Eukaryota,Mollusca,Gastropoda
uniq28211,Eukaryota,Mollusca,Gastropoda
uniq1109,Eukaryota,Mollusca,Gastropoda
uniq6022,Eukaryota,Mollusca,Gastropoda
uniq27727,Eukaryota,Mollusca,Gastropoda
uniq16575,Eukaryota,Mollusca,Gastropoda
uniq31183,Eukaryota,Mollusca,Gastropoda
uniq34589,Eukaryota,Mollusca,Gastropoda
uniq36894,Eukaryota,Mollusca,Gastropoda
uniq40597,Eukaryota,Mollusca,Gastropoda
uniq46011,Eukaryota,Mollusca,Gastropoda
uniq9269,Eukaryota,Mollusca,Gastropoda
uniq12891,Eukaryota,Mollusca,Gastropoda
uniq13693,Eukaryota,Mollusca,Gastropoda
uniq15952,Eukaryota,Mollusca,Gastropoda
uniq21384,Eukaryota,Mollusca,Gastropoda
uniq30256,Eukaryota,Mollusca,Gastropoda
uniq37503,Eukaryota,Mollusca,Gastropoda
uniq12719,Eukaryota,Mollusca,Gastropoda
uniq39242,Eukaryota,Mollusca,Gastropoda
uniq28148,Eukaryota,Mollusca,Gastropoda
uniq46223,Eukaryota,Mollusca,Gastropoda
uniq6046,Eukaryota,Mollusca,Gastropoda
uniq11645,Eukaryota,Mollusca,Gastropoda
uniq31317,Eukaryota,Mollusca,Gastropoda
uniq38937,Eukaryota,Mollusca,Gastropoda
uniq40986,Eukaryota,Mollusca,Gastropoda
uniq45179,Eukaryota,Mollusca,Gastropoda
uniq51037,Eukaryota,Mollusca,Gastropoda
uniq1795,Eukaryota,Mollusca,Gastropoda
uniq7703,Eukaryota,Mollusca,Gastropoda
uniq9020,Eukaryota,Mollusca,Gastropoda
uniq13867,Eukaryota,Mollusca,Gastropoda
uniq19534,Eukaryota,Mollusca,Gastropoda
uniq22879,Eukaryota,Mollusca,Gastropoda
uniq39958,Eukaryota,Mollusca,Gastropoda
uniq6483,Eukaryota,Mollusca,Gastropoda
uniq8352,Eukaryota,Mollusca,Gastropoda
uniq12560,Eukaryota,Mollusca,Gastropoda
uniq45392,Eukaryota,Mollusca,Gastropoda
uniq12876,Eukaryota,Mollusca,Gastropoda
uniq20572,Eukaryota,Mollusca,Gastropoda
uniq24775,Eukaryota,Mollusca,Gastropoda
uniq27372,Eukaryota,Mollusca,Gastropoda
uniq3367,Eukaryota,Mollusca,Gastropoda
uniq9406,Eukaryota,Mollusca,Gastropoda
uniq21612,Eukaryota,Mollusca,Gastropoda
uniq22386,Eukaryota,Mollusca,Gastropoda
uniq20153,Eukaryota,Mollusca,Gastropoda
uniq34807,Eukaryota,Mollusca,Gastropoda
uniq43253,Eukaryota,Mollusca,Gastropoda
uniq8258,Eukaryota,Mollusca,Gastropoda
uniq10749,Eukaryota,Mollusca,Gastropoda
uniq20541,Eukaryota,Mollusca,Gastropoda
uniq24988,Eukaryota,Mollusca,Gastropoda
uniq22550,Eukaryota,Mollusca,Gastropoda
uniq486,Eukaryota,Mollusca,Gastropoda
uniq1160,Eukaryota,Mollusca,Gastropoda
uniq6605,Eukaryota,Mollusca,Gastropoda
uniq2310,Eukaryota,Mollusca,Gastropoda
uniq4295,Eukaryota,Mollusca,Gastropoda
uniq4521,Eukaryota,Mollusca,Gastropoda
uniq6982,Eukaryota,Mollusca,Gastropoda
uniq13580,Eukaryota,Mollusca,Gastropoda
uniq6937,Eukaryota,Mollusca,Gastropoda
uniq15068,Eukaryota,Mollusca,Gastropoda
uniq14263,Eukaryota,Mollusca,Gastropoda
uniq8984,Eukaryota,Mollusca,Gastropoda
uniq9113,Eukaryota,Mollusca,Gastropoda
uniq9283,Eukaryota,Mollusca,Gastropoda
uniq12572,Eukaryota,Mollusca,Gastropoda
uniq13619,Eukaryota,Mollusca,Gastropoda
uniq25405,Eukaryota,Mollusca,Gastropoda
uniq18357,Eukaryota,Mollusca,Gastropoda
uniq20780,Eukaryota,Mollusca,Gastropoda
uniq21188,Eukaryota,Mollusca,Gastropoda
uniq22675,Eukaryota,Mollusca,Gastropoda
uniq25658,Eukaryota,Mollusca,Gastropoda
uniq34245,Eukaryota,Mollusca,Gastropoda
uniq34737,Eukaryota,Mollusca,Gastropoda
uniq42183,Eukaryota,Mollusca,Gastropoda
uniq44938,Eukaryota,Mollusca,Gastropoda
uniq50281,Eukaryota,Mollusca,Gastropoda
uniq2879,Eukaryota,Mollusca,Gastropoda
uniq5059,Eukaryota,Mollusca,Gastropoda
uniq40807,Eukaryota,Mollusca,Gastropoda
uniq43440,Eukaryota,Mollusca,Gastropoda
uniq49519,Eukaryota,Mollusca,Gastropoda
uniq19491,Eukaryota,Mollusca,Gastropoda
uniq12817,Eukaryota,Mollusca,Gastropoda
uniq18282,Eukaryota,Mollusca,Gastropoda
uniq49990,Eukaryota,Mollusca,Gastropoda
uniq28858,Eukaryota,Mollusca,Gastropoda
uniq34690,Eukaryota,Mollusca,Gastropoda
uniq48450,Eukaryota,Mollusca,Gastropoda
uniq6550,Eukaryota,Mollusca,Gastropoda
uniq15134,Eukaryota,Mollusca,Gastropoda
uniq27245,Eukaryota,Mollusca,Gastropoda
uniq34196,Eukaryota,Mollusca,Gastropoda
uniq459,Eukaryota,Mollusca,Gastropoda
uniq20784,Eukaryota,Mollusca,Gastropoda
uniq17660,Eukaryota,Mollusca,Gastropoda
uniq27699,Eukaryota,Mollusca,Gastropoda
uniq26707,Eukaryota,Mollusca,Gastropoda
uniq15484,Eukaryota,Mollusca,Gastropoda
uniq32240,Eukaryota,Mollusca,Gastropoda
uniq50872,Eukaryota,Mollusca,Gastropoda
uniq49670,Eukaryota,Mollusca,Gastropoda
uniq50379,Eukaryota,Mollusca,Gastropoda
uniq31800,Eukaryota,Mollusca,Gastropoda
uniq42528,Eukaryota,Mollusca,Gastropoda
uniq3253,Eukaryota,Mollusca,Gastropoda
uniq7528,Eukaryota,Mollusca,Gastropoda
uniq28339,Eukaryota,Mollusca,Gastropoda
uniq41509,Eukaryota,Mollusca,Gastropoda
uniq52276,Eukaryota,Mollusca,Gastropoda
uniq42651,Eukaryota,Mollusca,Gastropoda
uniq21128,Eukaryota,Mollusca,Gastropoda
uniq47277,Eukaryota,Mollusca,Gastropoda
uniq28443,Eukaryota,Mollusca,Gastropoda
uniq36325,Eukaryota,Mollusca,Gastropoda
uniq45816,Eukaryota,Mollusca,Gastropoda
uniq23892,Eukaryota,Mollusca,Gastropoda
uniq42806,Eukaryota,Mollusca,Gastropoda
uniq22413,Eukaryota,Mollusca,Gastropoda
uniq42593,Eukaryota,Mollusca,Gastropoda
uniq23267,Eukaryota,Mollusca,Gastropoda
uniq27046,Eukaryota,Mollusca,Gastropoda
uniq19015,Eukaryota,Mollusca,Gastropoda
uniq16561,Eukaryota,Mollusca,Gastropoda
uniq3338,Eukaryota,Mollusca,Gastropoda
uniq16289,Eukaryota,Mollusca,Gastropoda
uniq9251,Eukaryota,Mollusca,Gastropoda
uniq15511,Eukaryota,Mollusca,Gastropoda
uniq27278,Eukaryota,Mollusca,Gastropoda
uniq32884,Eukaryota,Mollusca,Gastropoda
uniq34627,Eukaryota,Mollusca,Gastropoda
uniq10579,Eukaryota,Mollusca,Gastropoda
uniq31573,Eukaryota,Mollusca,Gastropoda
uniq18067,Eukaryota,Mollusca,Gastropoda
uniq35853,Eukaryota,Mollusca,Gastropoda
uniq36938,Eukaryota,Mollusca,Gastropoda
uniq4947,Eukaryota,Mollusca,Gastropoda
uniq15454,Eukaryota,Mollusca,Gastropoda
uniq40549,Eukaryota,Mollusca,Gastropoda
uniq1895,Eukaryota,Mollusca,Gastropoda
uniq3429,Eukaryota,Mollusca,Gastropoda
uniq6358,Eukaryota,Mollusca,Gastropoda
uniq7254,Eukaryota,Mollusca,Gastropoda
uniq12486,Eukaryota,Mollusca,Gastropoda
uniq9854,Eukaryota,Mollusca,Gastropoda
uniq10886,Eukaryota,Mollusca,Gastropoda
uniq25029,Eukaryota,Mollusca,Gastropoda
uniq20169,Eukaryota,Mollusca,Gastropoda
uniq22253,Eukaryota,Mollusca,Gastropoda
uniq23143,Eukaryota,Mollusca,Gastropoda
uniq30139,Eukaryota,Mollusca,Gastropoda
uniq23026,Eukaryota,Mollusca,Gastropoda
uniq1128,Eukaryota,Mollusca,Gastropoda
uniq5780,Eukaryota,Mollusca,Gastropoda
uniq2919,Eukaryota,Mollusca,Gastropoda
uniq4353,Eukaryota,Mollusca,Gastropoda
uniq6653,Eukaryota,Mollusca,Gastropoda
uniq10884,Eukaryota,Mollusca,Gastropoda
uniq11434,Eukaryota,Mollusca,Gastropoda
uniq12505,Eukaryota,Mollusca,Gastropoda
uniq13827,Eukaryota,Mollusca,Gastropoda
uniq15063,Eukaryota,Mollusca,Gastropoda
uniq15208,Eukaryota,Mollusca,Gastropoda
uniq16854,Eukaryota,Mollusca,Gastropoda
uniq18463,Eukaryota,Mollusca,Gastropoda
uniq19029,Eukaryota,Mollusca,Gastropoda
uniq19307,Eukaryota,Mollusca,Gastropoda
uniq19524,Eukaryota,Mollusca,Gastropoda
uniq20934,Eukaryota,Mollusca,Gastropoda
uniq22926,Eukaryota,Mollusca,Gastropoda
uniq23369,Eukaryota,Mollusca,Gastropoda
uniq23547,Eukaryota,Mollusca,Gastropoda
uniq23913,Eukaryota,Mollusca,Gastropoda
uniq24201,Eukaryota,Mollusca,Gastropoda
uniq24971,Eukaryota,Mollusca,Gastropoda
uniq25196,Eukaryota,Mollusca,Gastropoda
uniq25581,Eukaryota,Mollusca,Gastropoda
uniq25660,Eukaryota,Mollusca,Gastropoda
uniq30758,Eukaryota,Mollusca,Gastropoda
uniq32784,Eukaryota,Mollusca,Gastropoda
uniq33129,Eukaryota,Mollusca,Gastropoda
uniq35091,Eukaryota,Mollusca,Gastropoda
uniq35205,Eukaryota,Mollusca,Gastropoda
uniq37404,Eukaryota,Mollusca,Gastropoda
uniq39163,Eukaryota,Mollusca,Gastropoda
uniq40338,Eukaryota,Mollusca,Gastropoda
uniq41974,Eukaryota,Mollusca,Gastropoda
uniq43086,Eukaryota,Mollusca,Gastropoda
uniq45053,Eukaryota,Mollusca,Gastropoda
uniq45100,Eukaryota,Mollusca,Gastropoda
uniq47761,Eukaryota,Mollusca,Gastropoda
uniq51220,Eukaryota,Mollusca,Gastropoda
uniq14532,Eukaryota,Mollusca,Gastropoda
uniq38339,Eukaryota,Mollusca,Gastropoda
uniq3406,Eukaryota,Mollusca,Gastropoda
uniq5589,Eukaryota,Mollusca,Gastropoda
uniq12860,Eukaryota,Mollusca,Gastropoda
uniq26668,Eukaryota,Mollusca,Gastropoda
uniq26681,Eukaryota,Mollusca,Gastropoda
uniq26686,Eukaryota,Mollusca,Gastropoda
uniq28570,Eukaryota,Mollusca,Gastropoda
uniq29192,Eukaryota,Mollusca,Gastropoda
uniq30968,Eukaryota,Mollusca,Gastropoda
uniq34113,Eukaryota,Mollusca,Gastropoda
uniq42034,Eukaryota,Mollusca,Gastropoda
uniq13723,Eukaryota,Mollusca,Gastropoda
uniq49295,Eukaryota,Mollusca,Gastropoda
uniq807,Eukaryota,Mollusca,Gastropoda
uniq9475,Eukaryota,Mollusca,Gastropoda
uniq8721,Eukaryota,Mollusca,Gastropoda
uniq9675,Eukaryota,Mollusca,Gastropoda
uniq5421,Eukaryota,Mollusca,Gastropoda
uniq4109,Eukaryota,Mollusca,Gastropoda
uniq9852,Eukaryota,Mollusca,Gastropoda
uniq16180,Eukaryota,Mollusca,Gastropoda
uniq18831,Eukaryota,Mollusca,Gastropoda
uniq22462,Eukaryota,Mollusca,Gastropoda
uniq35540,Eukaryota,Mollusca,Gastropoda
uniq43581,Eukaryota,Mollusca,Gastropoda
uniq45929,Eukaryota,Mollusca,Gastropoda
uniq50405,Eukaryota,Mollusca,Gastropoda
uniq51875,Eukaryota,Mollusca,Gastropoda
uniq34792,Eukaryota,Nemertea,Nemertea
uniq40702,Eukaryota,Nemertea,Nemertea
uniq50069,Eukaryota,Nemertea,Palaeonemertea
uniq49143,Eukaryota,Nemertea,Palaeonemertea
uniq49920,Eukaryota,Nemertea,Palaeonemertea
uniq5379,Eukaryota,Nemertea,Nemertea
uniq23590,Eukaryota,Nemertea,Nemertea
uniq34185,Eukaryota,Nemertea,Nemertea
uniq21341,Eukaryota,Phoronida,Phoronida
uniq18613,Eukaryota,Platyhelminthes,Rhabditophora
uniq21699,Eukaryota,Platyhelminthes,Rhabditophora
uniq9621,Eukaryota,Platyhelminthes,Rhabditophora
uniq50922,Eukaryota,Platyhelminthes,Rhabditophora
uniq36336,Eukaryota,Platyhelminthes,Rhabditophora
uniq5959,Eukaryota,Porifera,Demospongiae
uniq15325,Eukaryota,Porifera,Demospongiae
uniq24136,Eukaryota,Porifera,Demospongiae
uniq35919,Eukaryota,Porifera,Demospongiae
uniq47115,Eukaryota,Porifera,Demospongiae
uniq6844,Eukaryota,Porifera,Demospongiae
uniq41833,Eukaryota,Porifera,Demospongiae
uniq13357,Eukaryota,Porifera,Demospongiae
uniq6228,Eukaryota,Porifera,Demospongiae
uniq670,Eukaryota,Porifera,Demospongiae
uniq4017,Eukaryota,Porifera,Demospongiae
uniq6801,Eukaryota,Porifera,Demospongiae
uniq16752,Eukaryota,Porifera,Demospongiae
uniq26741,Eukaryota,Porifera,Demospongiae
uniq38556,Eukaryota,Porifera,Demospongiae
uniq29918,Eukaryota,Porifera,Demospongiae
uniq32226,Eukaryota,Porifera,Demospongiae
uniq47977,Eukaryota,Porifera,Demospongiae
uniq49662,Eukaryota,Porifera,Demospongiae
uniq4770,Eukaryota,Porifera,Demospongiae
uniq16114,Eukaryota,Porifera,Demospongiae
uniq26880,Eukaryota,Porifera,Demospongiae
uniq49097,Eukaryota,Porifera,Demospongiae
uniq12724,Eukaryota,Porifera,Demospongiae
uniq13303,Eukaryota,Porifera,Demospongiae
uniq31248,Eukaryota,Porifera,Demospongiae
uniq25457,Eukaryota,Porifera,Demospongiae
uniq37556,Eukaryota,Porifera,Demospongiae
uniq21157,Eukaryota,Porifera,Demospongiae
uniq33388,Eukaryota,Porifera,Demospongiae
uniq49826,Eukaryota,Porifera,Demospongiae
uniq4663,Eukaryota,Porifera,Demospongiae
uniq3618,Eukaryota,Porifera,Demospongiae
uniq18708,Eukaryota,Porifera,Demospongiae
uniq24366,Eukaryota,Porifera,Demospongiae
uniq37493,Eukaryota,Porifera,Demospongiae
uniq34584,Eukaryota,Porifera,Demospongiae
uniq41483,Eukaryota,Porifera,Homoscleromorpha
uniq30776,Eukaryota,Porifera,Homoscleromorpha
uniq32310,Eukaryota,Porifera,Homoscleromorpha
uniq34775,Eukaryota,Porifera,Homoscleromorpha
uniq38248,Eukaryota,Porifera,Homoscleromorpha
uniq38132,Eukaryota,Sipuncula,Sipuncula
uniq8288,Eukaryota,Sipuncula,Sipuncula
uniq12156,Eukaryota,Sipuncula,Sipuncula
uniq40612,Eukaryota,Sipuncula,Sipuncula
uniq42896,Eukaryota,Sipuncula,Sipuncula
uniq46521,Eukaryota,Sipuncula,Sipuncula
uniq47662,Eukaryota,Sipuncula,Sipuncula